temperature_midi,humidity_midi,wind_midi,wind_norm,pressure_midi,rain_hits
64.0,59.0,42.30769230769231,0.4175,40.23076923076923,10
64.0,59.0,40.92307692307692,0.4175,43.0,13
64.0,59.0,43.0,0.4625,41.38461538461539,13
64.0,59.0,43.0,0.4625,42.53846153846154,7
63.38461538461539,59.0,43.0,0.4625,43.0,13
63.53846153846154,59.07692307692308,43.0,0.4625,43.0,3
63.23076923076923,59.07692307692308,42.76923076923077,0.4175,43.0,9
64.0,57.92307692307692,43.76923076923077,0.6025,43.0,3
64.61538461538461,58.53846153846154,42.38461538461539,0.5549999999999999,41.15384615384615,1
65.0,59.0,43.0,0.4175,39.53846153846154,13
64.92307692307692,59.69230769230769,42.76923076923077,0.37,38.0,13
64.84615384615384,59.84615384615385,43.0,0.4175,38.0,13
64.0,59.84615384615385,42.30769230769231,0.4175,38.0,13
63.84615384615385,58.07692307692308,43.0,0.4625,39.84615384615385,11
62.30769230769231,58.69230769230769,40.46153846153846,0.4175,40.0,0
63.07692307692308,58.07692307692308,40.92307692307692,0.4175,42.92307692307692,3
62.46153846153846,58.38461538461539,40.0,0.325,45.0,0
64.0,56.84615384615385,40.46153846153846,0.4175,44.53846153846154,2
64.3076923076923,59.0,42.53846153846154,0.4625,41.61538461538461,6
64.07692307692308,59.0,40.0,0.27749999999999997,40.0,3
64.53846153846153,57.92307692307692,42.53846153846154,0.51,40.0,0
63.23076923076923,58.07692307692308,43.92307692307692,0.51,43.30769230769231,0
63.53846153846154,55.92307692307692,41.38461538461539,0.4625,45.0,0
62.61538461538461,57.0,38.76923076923077,0.325,45.0,0
64.0,57.0,44.69230769230769,0.5549999999999999,43.15384615384615,0
64.0,57.0,43.15384615384615,0.51,43.0,0
64.0,59.0,39.15384615384615,0.37,44.23076923076923,4
64.3076923076923,58.53846153846154,42.69230769230769,0.6950000000000001,44.38461538461539,4
65.0,57.76923076923077,45.46153846153846,0.74,43.30769230769231,4
65.76923076923077,58.53846153846154,42.61538461538461,0.51,45.0,0
67.0,59.0,42.07692307692308,0.4625,44.53846153846154,7
66.38461538461539,57.76923076923077,44.30769230769231,0.6950000000000001,43.0,0
65.0,57.0,45.0,0.5549999999999999,43.0,0
66.07692307692308,57.0,44.46153846153846,0.6025,43.46153846153846,0
65.0,59.0,40.92307692307692,0.4175,45.0,3
67.0,57.15384615384615,43.92307692307692,0.6475,45.0,0
65.46153846153847,58.69230769230769,40.23076923076923,0.37,45.0,0
67.0,57.92307692307692,44.69230769230769,0.6025,45.0,0
67.0,58.84615384615385,45.30769230769231,0.74,44.53846153846154,0
67.0,57.61538461538461,46.15384615384615,0.8324999999999999,43.0,0
65.46153846153847,58.53846153846154,38.76923076923077,0.27749999999999997,43.76923076923077,0
65.07692307692308,58.53846153846154,40.0,0.27749999999999997,45.0,0
64.61538461538461,58.07692307692308,40.0,0.325,45.0,1
64.07692307692308,58.69230769230769,39.53846153846154,0.27749999999999997,45.0,2
65.76923076923077,58.23076923076923,43.46153846153846,0.6475,43.76923076923077,0
